Company,Weight
"United Rentals, Inc. (a)",0.06996
"Gartner, Inc. (a)",0.0699
Fortive Corp.,0.06927
Realty Income Corp. REIT,0.06917
"Republic Services, Inc.",0.0691
"Etsy, Inc. (a)",0.06908
CDW Corp.,0.06878
"Consolidated Edison, Inc.",0.06857
Kansas City Southern,0.06783
Hershey Co.,0.06742
"Hartford Financial Services Group, Inc.",0.06705
LyondellBasell Industries NV Class A,0.0666
Kraft Heinz Co.,0.06583
"ViacomCBS, Inc. Class B",0.06556
"Paycom Software, Inc. (a)",0.06552
"Best Buy Co., Inc.",0.06507
"Caesars Entertainment, Inc. (a)",0.06452
"Garmin, Ltd.",0.06409
"Expedia Group, Inc. (a)",0.06399
"Tyson Foods, Inc. Class A",0.06374
Tractor Supply Co.,0.06345
"Catalent, Inc. (a)",0.06208
Dover Corp.,0.06165
"Extra Space Storage, Inc. REIT",0.06156
Northern Trust Corp.,0.06154
Vulcan Materials Co.,0.06147
"Nasdaq, Inc.",0.06141
Devon Energy Corp.,0.06123
"Xylem, Inc.",0.06103
"Dollar Tree, Inc. (a)",0.06081
Waters Corp. (a),0.06005
International Paper Co.,0.05986
VF Corp.,0.05935
DTE Energy Co.,0.05928
PPL Corp.,0.05916
"FleetCor Technologies, Inc. (a)",0.0591
"Mid-America Apartment Communities, Inc. REIT",0.05892
Hess Corp.,0.05889
"Martin Marietta Materials, Inc.",0.05875
Edison International,0.05805
"CarMax, Inc. (a)",0.0574
"Essex Property Trust, Inc. REIT",0.05733
Cerner Corp.,0.05729
Ameren Corp.,0.05716
"Ventas, Inc. REIT",0.05706
"Trimble, Inc. (a)",0.05696
"Monolithic Power Systems, Inc.",0.05677
"Charles River Laboratories International, Inc. (a)",0.05675
KeyCorp.,0.05663
Baker Hughes Co.,0.05612
"Cooper Cos., Inc.",0.05606
"Ingersoll Rand, Inc. (a)",0.05594
"Church & Dwight Co., Inc.",0.05583
Regions Financial Corp.,0.05571
Clorox Co.,0.05571
"McCormick & Co., Inc.",0.05566
"Expeditors International of Washington, Inc.",0.05566
"Enphase Energy, Inc. (a)",0.0553
"NetApp, Inc.",0.05513
"Citizens Financial Group, Inc.",0.05511
Carnival Corp. (a),0.05506
"Teledyne Technologies, Inc. (a)",0.05502
Entergy Corp.,0.05494
STERIS PLC,0.0549
"VeriSign, Inc. (a)",0.05484
"Ulta Beauty, Inc. (a)",0.05414
"Darden Restaurants, Inc.",0.05406
"Royal Caribbean Cruises, Ltd. (a)",0.05372
"PerkinElmer, Inc.",0.05358
FirstEnergy Corp.,0.05339
"Broadridge Financial Solutions, Inc.",0.05324
Halliburton Co.,0.05303
M&T Bank Corp.,0.053
Bio-Techne Corp.,0.05196
"Arista Networks, Inc. (a)",0.05193
"Hologic, Inc. (a)",0.05142
"Tyler Technologies, Inc. (a)",0.05137
"Qorvo, Inc. (a)",0.05107
Hewlett Packard Enterprise Co.,0.05099
"Healthpeak Properties, Inc. REIT",0.04977
Duke Realty Corp. REIT,0.04936
Amcor PLC,0.04934
"Take-Two Interactive Software, Inc. (a)",0.04897
"Quest Diagnostics, Inc.",0.04884
AmerisourceBergen Corp.,0.04858
"Teleflex, Inc.",0.0485
"Domino's Pizza, Inc.",0.04834
Pool Corp.,0.0477
Western Digital Corp. (a),0.04765
"Jacobs Engineering Group, Inc.",0.04757
Genuine Parts Co.,0.04755
CMS Energy Corp.,0.04754
MGM Resorts International,0.04744
Cincinnati Financial Corp.,0.04725
"W.W. Grainger, Inc.",0.04708
Avery Dennison Corp.,0.04703
"Raymond James Financial, Inc.",0.04686
"Akamai Technologies, Inc. (a)",0.04664
"Teradyne, Inc.",0.04655
Celanese Corp.,0.04585
"Bath & Body Works, Inc.",0.0457
Seagate Technology Holdings PLC,0.04534
"Viatris, Inc.",0.04514
"Conagra Brands, Inc.",0.04489
Westinghouse Air Brake Technologies Corp.,0.04464
Kellogg Co.,0.04446
"NVR, Inc. (a)",0.04431
"Diamondback Energy, Inc.",0.04413
"MarketAxess Holdings, Inc.",0.04408
"Principal Financial Group, Inc.",0.04402
"Bio-Rad Laboratories, Inc. Class A (a)",0.04388
"Quanta Services, Inc.",0.04347
IDEX Corp.,0.04334
"Textron, Inc.",0.04285
"Omnicom Group, Inc.",0.04255
"Boston Properties, Inc. REIT",0.04241
"United Airlines Holdings, Inc. (a)",0.04183
AES Corp.,0.04167
"Ceridian HCM Holding, Inc. (a)",0.04161
"UDR, Inc. REIT",0.04067
"ABIOMED, Inc. (a)",0.04065
"NortonLifeLock, Inc.",0.04062
"Cardinal Health, Inc.",0.03963
"Interpublic Group of Cos., Inc.",0.03954
"CenterPoint Energy, Inc.",0.03942
"Evergy, Inc.",0.03897
Alliant Energy Corp.,0.0386
"JB Hunt Transport Services, Inc.",0.03853
Eastman Chemical Co.,0.03776
Masco Corp.,0.03774
"Advance Auto Parts, Inc.",0.03773
LKQ Corp. (a),0.0374
"Citrix Systems, Inc.",0.03645
"American Airlines Group, Inc. (a)",0.03634
Westrock Co.,0.03624
"Cboe Global Markets, Inc.",0.03617
Packaging Corp. of America,0.03597
J.M. Smucker Co.,0.03562
Fox Corp. Class A,0.03553
"Brown & Brown, Inc.",0.0355
Incyte Corp. (a),0.03546
"Leidos Holdings, Inc.",0.03534
Whirlpool Corp.,0.0353
"DENTSPLY SIRONA, Inc.",0.03507
"PTC, Inc. (a)",0.03474
"Iron Mountain, Inc. REIT",0.03458
Kimco Realty Corp. REIT,0.03443
Mosaic Co.,0.034
Brown-Forman Corp. Class B,0.03377
"Fortune Brands Home & Security, Inc.",0.03377
"Lumen Technologies, Inc.",0.03376
"Jack Henry & Associates, Inc.",0.03366
Pentair PLC,0.03329
Lincoln National Corp.,0.03326
Las Vegas Sands Corp. (a),0.03315
"Howmet Aerospace, Inc.",0.03299
"CF Industries Holdings, Inc.",0.03296
"Live Nation Entertainment, Inc. (a)",0.03289
"F5 Networks, Inc. (a)",0.03272
"PulteGroup, Inc.",0.03264
Allegion PLC,0.03247
FMC Corp.,0.03227
Atmos Energy Corp.,0.03183
Hormel Foods Corp.,0.03178
"Host Hotels & Resorts, Inc. REIT(a)",0.03178
"Hasbro, Inc.",0.03143
"C.H. Robinson Worldwide, Inc.",0.03139
"Snap-on, Inc.",0.03125
"Robert Half International, Inc.",0.03077
Loews Corp.,0.03018
Marathon Oil Corp.,0.02977
"Penn National Gaming, Inc. (a)",0.02971
DISH Network Corp. Class A (a),0.02967
"Comerica, Inc.",0.02952
"Henry Schein, Inc. (a)",0.02914
"Universal Health Services, Inc. Class B",0.02875
"BorgWarner, Inc.",0.02849
"Tapestry, Inc.",0.02838
WR Berkley Corp.,0.02829
Regency Centers Corp. REIT,0.02819
"Everest Re Group, Ltd.",0.02771
"NRG Energy, Inc.",0.02756
Zions Bancorp NA,0.02747
"Mohawk Industries, Inc. (a)",0.02716
"Norwegian Cruise Line Holdings, Ltd. (a)",0.0268
"NiSource, Inc.",0.02584
"Assurant, Inc.",0.02541
News Corp. Class A,0.02539
"Lamb Weston Holdings, Inc.",0.02478
"Wynn Resorts, Ltd. (a)",0.0246
"Juniper Networks, Inc.",0.02451
Molson Coors Beverage Co. Class B,0.02409
Cabot Oil & Gas Corp.,0.02398
Campbell Soup Co.,0.02341
DXC Technology Co. (a),0.02319
"Newell Brands, Inc.",0.02309
Organon & Co.,0.02288
"Globe Life, Inc.",0.02282
Federal Realty Investment Trust REIT,0.02265
"Invesco, Ltd.",0.02255
Western Union Co.,0.0225
Pinnacle West Capital Corp.,0.02249
Sealed Air Corp.,0.02249
"Franklin Resources, Inc.",0.02236
APA Corp.,0.02234
A.O. Smith Corp.,0.02228
"Rollins, Inc.",0.02157
"Huntington Ingalls Industries, Inc.",0.02146
"DaVita, Inc. (a)",0.02145
"People's United Financial, Inc.",0.02051
PVH Corp. (a),0.02016
"Alaska Air Group, Inc. (a)",0.02008
"Discovery, Inc. Class C (a)",0.01943
Nielsen Holdings PLC,0.01894
Vornado Realty Trust REIT,0.01818
"Hanesbrands, Inc.",0.01651
"Leggett & Platt, Inc.",0.01645
IPG Photonics Corp. (a),0.0157
Fox Corp. Class B,0.01508
Ralph Lauren Corp.,0.01476
"Gap, Inc.",0.01288
"Discovery, Inc. Class A (a)",0.01134
"Under Armour, Inc. Class A (a)",0.01052
"Under Armour, Inc. Class C (a)",0.00948
News Corp. Class B,0.00787
