Company,Weight
"Delta Air Lines, Inc.",0.13318
Cognizant Technology Solutions Corp. Class A,0.13299
"General Mills, Inc.",0.1318
"Autodesk, Inc.(a)",0.12954
"HCA Healthcare, Inc.",0.12766
"Twitter, Inc.(a)",0.12725
"Advanced Micro Devices, Inc.(a)",0.12574
"Consolidated Edison, Inc.",0.12538
"TE Connectivity, Ltd.",0.12532
"Public Service Enterprise Group, Inc.",0.12465
Newmont Goldcorp Corp.,0.12372
"eBay, Inc.",0.1228
"O’Reilly Automotive, Inc.(a)",0.12184
"SunTrust Banks, Inc.",0.12112
"ONEOK, Inc.",0.12107
Equity Residential REIT,0.12015
"AvalonBay Communities, Inc. REIT",0.11989
"WEC Energy Group, Inc.",0.11914
Ingersoll-Rand PLC,0.11869
"Electronic Arts, Inc.(a)",0.11583
"Williams Cos., Inc.",0.11574
VF Corp.,0.11536
Amphenol Corp. Class A,0.11509
"Motorola Solutions, Inc.",0.11211
"HP, Inc.",0.11203
"PPG Industries, Inc.",0.11171
"Zimmer Biomet Holdings, Inc.",0.11148
Eversource Energy,0.1096
"IQVIA Holdings, Inc.(a)",0.10873
SBA Communications Corp. REIT,0.10865
"Hilton Worldwide Holdings, Inc.",0.10816
"Dollar Tree, Inc.(a)",0.10792
Edison International,0.10791
"T Rowe Price Group, Inc.",0.10785
"Ventas, Inc. REIT",0.10774
"IHS Markit, Ltd.(a)",0.10719
"Digital Realty Trust, Inc. REIT",0.10717
"AutoZone, Inc.(a)",0.10627
Southwest Airlines Co.,0.10536
"Paychex, Inc.",0.10522
FirstEnergy Corp.,0.10406
"TransDigm Group, Inc.",0.10329
Discover Financial Services,0.10311
"Verisk Analytics, Inc.",0.10302
KLA Corp.,0.10285
"Cummins, Inc.",0.10256
"Tyson Foods, Inc. Class A",0.1014
McKesson Corp.,0.10096
"T-MobileUS, Inc.(a)",0.09911
Willis Towers Watson PLC,0.09894
"FleetCor Technologies, Inc.(a)",0.09847
Ball Corp.,0.09729
DTE Energy Co.,0.09696
"Xilinx, Inc.",0.09692
Realty Income Corp. REIT,0.09641
"PACCAR, Inc.",0.09622
"Agilent Technologies, Inc.",0.09475
Entergy Corp.,0.09323
"IDEXX Laboratories, Inc.(a)",0.09308
Parker-Hannifin Corp.,0.09249
LyondellBasell Industries NV Class A,0.09228
Hershey Co.,0.09224
Archer-Daniels-Midland Co.,0.09148
PPL Corp.,0.09075
Monster Beverage Corp.(a),0.09067
Cintas Corp.,0.09049
Aptiv PLC,0.08998
"American Water Works Co., Inc.",0.08932
"Corning, Inc.",0.08911
"Regeneron Pharmaceuticals, Inc.(a)",0.08857
State Street Corp.(c),0.08818
Cerner Corp.,0.08806
"Microchip Technology, Inc.",0.08747
"Alexion Pharmaceuticals, Inc.(a)",0.08742
"Hartford Financial Services Group, Inc.",0.08721
"Stanley Black & Decker, Inc.",0.08709
"Chipotle Mexican Grill, Inc.(a)",0.08563
"Essex Property Trust, Inc. REIT",0.08534
M&T Bank Corp.,0.08437
Pioneer Natural Resources Co.,0.0843
"Corteva, Inc.(a)",0.08358
Synchrony Financial,0.08314
"AMETEK, Inc.",0.08304
Kroger Co.,0.08302
Weyerhaeuser Co. REIT,0.08195
"Synopsys, Inc.(a)",0.08159
Northern Trust Corp.,0.08091
Fortive Corp.,0.08073
Vulcan Materials Co.,0.07975
Fifth Third Bancorp,0.0795
Hewlett Packard Enterprise Co.,0.07914
"VeriSign, Inc.(a)",0.07881
"United Continental Holdings, Inc.(a)",0.07802
"Rockwell Automation, Inc.",0.07784
Ameren Corp.,0.0778
Clorox Co.,0.07738
"Ameriprise Financial, Inc.",0.07692
"ResMed, Inc.",0.07689
"McCormick & Co., Inc.",0.07614
"Boston Properties, Inc. REIT",0.07446
Fastenal Co.,0.07436
"Expedia Group, Inc.",0.07424
"ANSYS, Inc.(a)",0.07418
"Cadence Design Systems, Inc.(a)",0.07415
"Republic Services, Inc.",0.07408
"Royal Caribbean Cruises, Ltd.",0.07389
"Church & Dwight Co., Inc.",0.0735
"MSCI, Inc.",0.07293
"Keysight Technologies, Inc.(a)",0.07262
CMS Energy Corp.,0.07244
KeyCorp,0.07147
CDW Corp.,0.07126
"CBRE Group, Inc. Class A(a)",0.07124
Centene Corp.(a),0.07101
"D.R. Horton, Inc.",0.07071
Cincinnati Financial Corp.,0.07066
"HCP, Inc. REIT",0.06992
Western Digital Corp.,0.06978
"Mettler-Toledo International, Inc.(a)",0.0696
Carnival Corp.,0.06936
Kraft Heinz Co.,0.0691
"Alexandria Real Estate Equities, Inc. REIT",0.06901
"Omnicom Group, Inc.",0.06887
"Martin Marietta Materials, Inc.",0.06818
"Equifax, Inc.",0.06754
International Paper Co.,0.06618
Arthur J Gallagher & Co.,0.06606
Laboratory Corp. of America Holdings(a),0.06606
Halliburton Co.,0.06517
First Republic Bank,0.065
"Copart, Inc.(a)",0.06447
Lennar Corp. Class A,0.064
Kellogg Co.,0.06396
"Best Buy Co., Inc.",0.06385
Regions Financial Corp.,0.06384
Amcor PLC(a),0.06319
"Citizens Financial Group, Inc.",0.06319
"Maxim Integrated Products, Inc.",0.06298
"Evergy, Inc.",0.06262
"Teleflex, Inc.",0.06262
Hess Corp.,0.06254
Nucor Corp.,0.06193
Celanese Corp.,0.06165
Baker Hughes a GE Co.,0.06023
"CenterPoint Energy, Inc.",0.06008
"Huntington Bancshares, Inc.",0.05988
"Akamai Technologies, Inc.(a)",0.05969
Waters Corp.(a),0.05955
"Conagra Brands, Inc.",0.05934
"Extra Space Storage, Inc. REIT",0.05916
"Principal Financial Group, Inc.",0.05897
"Ulta Salon Cosmetics & Fragrance, Inc.(a)",0.05892
"Mid-AmericaApartment Communities, Inc. REIT",0.0589
"Diamondback Energy, Inc.",0.05857
"CarMax, Inc.(a)",0.05839
"Cooper Cos., Inc.",0.05818
Genuine Parts Co.,0.05783
MGM Resorts International,0.05775
Dover Corp.,0.05775
"Darden Restaurants, Inc.",0.05756
"Broadridge Financial Solutions, Inc.",0.05751
"Xylem, Inc.",0.05686
"Quest Diagnostics, Inc.",0.05681
"UDR, Inc. REIT",0.05673
"Take-TwoInteractive Software, Inc.(a)",0.05599
"Cardinal Health, Inc.",0.05559
"Freeport-McMoRan, Inc.",0.05542
"Skyworks Solutions, Inc.",0.05463
"Hasbro, Inc.",0.05451
"Concho Resources, Inc.",0.05417
"Hologic, Inc.(a)",0.05393
Symantec Corp.,0.05369
Loews Corp.,0.05349
Kansas City Southern,0.05326
"W.W. Grainger, Inc.",0.05301
Atmos Energy Corp.,0.05291
CBS Corp. Class B,0.05279
"Align Technology, Inc.(a)",0.05245
Incyte Corp.(a),0.05239
"International Flavors & Fragrances, Inc.",0.05234
Wabtec Corp.,0.05229
"WellCare Health Plans, Inc.(a)",0.05205
"Arista Networks, Inc.(a)",0.05196
"Cboe Global Markets, Inc.",0.0511
AmerisourceBergen Corp.,0.05099
"Host Hotels & Resorts, Inc. REIT",0.05091
Seagate Technology PLC,0.05088
"Expeditors International of Washington, Inc.",0.05083
"Gartner, Inc.(a)",0.05075
Alliant Energy Corp.,0.05065
"NVR, Inc.(a)",0.05026
"NetApp, Inc.",0.04992
J.M. Smucker Co.,0.04979
"Jacobs Engineering Group, Inc.",0.04953
"MarketAxess Holdings, Inc.",0.04929
"Universal Health Services, Inc. Class B",0.04919
IDEX Corp.,0.04895
Lincoln National Corp.,0.04891
"Garmin, Ltd.",0.04889
Masco Corp.,0.04883
Duke Realty Corp. REIT,0.04854
"Citrix Systems, Inc.",0.04854
"CenturyLink, Inc.",0.04783
"DENTSPLY SIRONA, Inc.",0.04775
Hormel Foods Corp.,0.04741
"Advance Auto Parts, Inc.",0.04727
"Leidos Holdings, Inc.",0.04639
Regency Centers Corp. REIT,0.04629
"C.H. Robinson Worldwide, Inc.",0.04621
"Nasdaq, Inc.",0.04602
FMC Corp.,0.04598
Brown-Forman Corp. Class B,0.04566
"Textron, Inc.",0.04562
"Norwegian Cruise Line Holdings, Ltd.(a)",0.04466
"Jack Henry & Associates, Inc.",0.04444
"NiSource, Inc.",0.04427
"Fortinet, Inc.(a)",0.04425
Fox Corp. Class A,0.0442
Pinnacle West Capital Corp.,0.04351
"CF Industries Holdings, Inc.",0.04342
"Varian Medical Systems, Inc.(a)",0.04323
"Noble Energy, Inc.",0.04319
SVB Financial Group(a),0.04316
Tractor Supply Co.,0.04309
AES Corp.,0.04304
Molson Coors Brewing Co. Class B,0.04298
E*TRADE Financial Corp.,0.04272
"Everest Re Group, Ltd.",0.04271
"American Airlines Group, Inc.",0.04254
"Lamb Weston Holdings, Inc.",0.04238
"Wynn Resorts, Ltd.",0.0418
"Raymond James Financial, Inc.",0.04157
"Arconic, Inc.",0.04143
Eastman Chemical Co.,0.04086
"Comerica, Inc.",0.0406
Mylan NV(a),0.04059
TechnipFMC PLC,0.0405
Vornado Realty Trust REIT,0.04029
Marathon Oil Corp.,0.04005
"NRG Energy, Inc.",0.04003
Packaging Corp. of America,0.03992
Devon Energy Corp.,0.03987
Western Union Co.,0.03975
Tiffany & Co.,0.03968
Whirlpool Corp.,0.03964
LKQ Corp.(a),0.03928
"United Rentals, Inc.(a)",0.03911
"United Rentals, Inc.(a)",0.03911
"Globe Life, Inc.(a)",0.03899
Allegion PLC,0.03869
Avery Dennison Corp.,0.03868
"JB Hunt Transport Services, Inc.",0.03829
Apache Corp.,0.03824
"Henry Schein, Inc.(a)",0.03806
Federal Realty Investment Trust REIT,0.03792
"PerkinElmer, Inc.",0.03755
"PulteGroup, Inc.",0.0375
WestRock Co.,0.0373
"Iron Mountain, Inc. REIT",0.03699
"Discovery, Inc. Class C(a)",0.03531
"Qorvo, Inc.(a)",0.03527
"Huntington Ingalls Industries, Inc.",0.03505
"Snap-on,Inc.",0.03473
Kimco Realty Corp. REIT,0.03467
"Franklin Resources, Inc.",0.03389
"Viacom, Inc. Class B",0.03383
"Juniper Networks, Inc.",0.03377
HollyFrontier Corp.,0.03355
"F5 Networks, Inc.(a)",0.03353
"Interpublic Group of Cos., Inc.",0.03322
DISH Network Corp. Class A(a),0.03275
Zions Bancorp,0.03243
"National Oilwell Varco, Inc.",0.03234
Kohl’s Corp.,0.03205
"Alaska Air Group, Inc.",0.03191
"ABIOMED, Inc.(a)",0.0319
Campbell Soup Co.,0.03161
DXC Technology Co.,0.03141
Apartment Investment & Management Co. Class A REIT,0.03098
"Assurant, Inc.",0.03088
"Mohawk Industries, Inc.(a)",0.03073
"Fortune Brands Home & Security, Inc.",0.03053
Perrigo Co. PLC,0.03038
"BorgWarner, Inc.",0.0301
"Tapestry, Inc.",0.03004
Nielsen Holdings PLC,0.02975
Albemarle Corp.,0.02963
Cabot Oil & Gas Corp.,0.02962
"Newell Brands, Inc.",0.02889
Mosaic Co.,0.02854
"FLIR Systems, Inc.",0.02817
SL Green Realty Corp. REIT,0.02775
"Invesco, Ltd.",0.02716
AO Smith Corp.,0.02699
"Robert Half International, Inc.",0.02671
PVH Corp.,0.02657
Sealed Air Corp.,0.02588
Unum Group,0.02545
Pentair PLC,0.02538
"People’s United Financial, Inc.",0.02463
Flowserve Corp.,0.02387
Xerox Holdings Corp.(a),0.02371
"Harley-Davidson, Inc.",0.02279
"Hanesbrands, Inc.",0.02216
"DaVita, Inc.(a)",0.02208
"Quanta Services, Inc.",0.02182
"Leggett & Platt, Inc.",0.02115
Alliance Data Systems Corp.,0.02098
News Corp. Class A,0.02083
Fox Corp. Class B(a),0.02014
"Capri Holdings, Ltd.(a)",0.02013
Ralph Lauren Corp.,0.01989
"Rollins, Inc.",0.01975
Cimarex Energy Co.,0.01932
IPG Photonics Corp.(a),0.01916
"Macy’s, Inc.",0.01911
"H&R Block, Inc.",0.01889
"Helmerich & Payne, Inc.",0.01762
"L Brands, Inc.",0.01756
"Affiliated Managers Group, Inc.",0.01699
"Discovery, Inc. Class A(a)",0.01673
"TripAdvisor, Inc.(a)",0.01554
"Gap, Inc.",0.01493
"Under Armour, Inc. Class A(a)",0.01448
"Nordstrom, Inc.",0.01414
"Under Armour, Inc. Class C(a)",0.01402
Macerich Co. REIT,0.0133
"Coty, Inc. Class A",0.01261
Nektar Therapeutics(a),0.01235
News Corp. Class B,0.00704
