iShares Core S&P 500 ETF
Fund Holdings as of,"Jan 15, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"1,108,450,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NVDA","NVIDIA CORP","Information Technology","Equity","58,604,120,738.40","7.65","58,604,120,738.40","313,307,248.00","187.05","United States","NASDAQ","USD","1.00","USD","-"
"AAPL","APPLE INC","Information Technology","Equity","49,193,147,463.03","6.42","49,193,147,463.03","190,516,043.00","258.21","United States","NASDAQ","USD","1.00","USD","-"
"MSFT","MICROSOFT CORP","Information Technology","Equity","43,760,741,871.06","5.71","43,760,741,871.06","95,827,841.00","456.66","United States","NASDAQ","USD","1.00","USD","-"
"AMZN","AMAZON COM INC","Consumer Discretionary","Equity","29,874,276,219.44","3.90","29,874,276,219.44","125,427,308.00","238.18","United States","NASDAQ","USD","1.00","USD","-"
"GOOGL","ALPHABET INC CLASS A","Communication","Equity","24,962,923,311.76","3.26","24,962,923,311.76","75,013,292.00","332.78","United States","NASDAQ","USD","1.00","USD","-"
"AVGO","BROADCOM INC","Information Technology","Equity","20,885,404,542.84","2.73","20,885,404,542.84","60,886,842.00","343.02","United States","NASDAQ","USD","1.00","USD","-"
"GOOG","ALPHABET INC CLASS C","Communication","Equity","19,974,329,944.56","2.61","19,974,329,944.56","59,954,166.00","333.16","United States","NASDAQ","USD","1.00","USD","-"
"META","META PLATFORMS INC CLASS A","Communication","Equity","17,432,149,670.40","2.28","17,432,149,670.40","28,080,138.00","620.80","United States","NASDAQ","USD","1.00","USD","-"
"TSLA","TESLA INC","Consumer Discretionary","Equity","15,889,161,727.89","2.07","15,889,161,727.89","36,229,477.00","438.57","United States","NASDAQ","USD","1.00","USD","-"
"BRKB","BERKSHIRE HATHAWAY INC CLASS B","Financials","Equity","11,646,989,043.76","1.52","11,646,989,043.76","23,642,948.00","492.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JPM","JPMORGAN CHASE & CO","Financials","Equity","10,854,701,277.00","1.42","10,854,701,277.00","35,098,950.00","309.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LLY","ELI LILLY","Health Care","Equity","10,576,493,060.52","1.38","10,576,493,060.52","10,238,916.00","1,032.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"V","VISA INC CLASS A","Financials","Equity","7,131,550,924.50","0.93","7,131,550,924.50","21,759,118.00","327.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XOM","EXXON MOBIL CORP","Energy","Equity","7,021,215,189.90","0.92","7,021,215,189.90","54,373,230.00","129.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JNJ","JOHNSON & JOHNSON","Health Care","Equity","6,820,671,539.76","0.89","6,820,671,539.76","31,063,768.00","219.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WMT","WALMART INC","Consumer Staples","Equity","6,739,337,586.40","0.88","6,739,337,586.40","56,538,067.00","119.20","United States","NASDAQ","USD","1.00","USD","-"
"MA","MASTERCARD INC CLASS A","Financials","Equity","5,736,839,907.05","0.75","5,736,839,907.05","10,571,897.00","542.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COST","COSTCO WHOLESALE CORP","Consumer Staples","Equity","5,466,930,732.00","0.71","5,466,930,732.00","5,714,064.00","956.75","United States","NASDAQ","USD","1.00","USD","-"
"PLTR","PALANTIR TECHNOLOGIES INC CLASS A","Information Technology","Equity","5,215,171,527.86","0.68","5,215,171,527.86","29,452,598.00","177.07","United States","NASDAQ","USD","1.00","USD","-"
"ABBV","ABBVIE INC","Health Care","Equity","4,939,163,964.75","0.64","4,939,163,964.75","22,787,377.00","216.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MU","MICRON TECHNOLOGY INC","Information Technology","Equity","4,871,827,180.50","0.64","4,871,827,180.50","14,472,350.00","336.63","United States","NASDAQ","USD","1.00","USD","-"
"HD","HOME DEPOT INC","Consumer Discretionary","Equity","4,866,079,153.56","0.64","4,866,079,153.56","12,833,841.00","379.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NFLX","NETFLIX INC","Communication","Equity","4,810,443,838.65","0.63","4,810,443,838.65","54,633,093.00","88.05","United States","NASDAQ","USD","1.00","USD","-"
"AMD","ADVANCED MICRO DEVICES INC","Information Technology","Equity","4,784,234,759.92","0.62","4,784,234,759.92","20,990,851.00","227.92","United States","NASDAQ","USD","1.00","USD","-"
"BAC","BANK OF AMERICA CORP","Financials","Equity","4,555,399,494.39","0.59","4,555,399,494.39","86,621,021.00","52.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PG","PROCTER & GAMBLE","Consumer Staples","Equity","4,357,435,925.43","0.57","4,357,435,925.43","30,128,161.00","144.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GE","GE AEROSPACE","Industrials","Equity","4,351,190,078.86","0.57","4,351,190,078.86","13,600,019.00","319.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ORCL","ORACLE CORP","Information Technology","Equity","4,117,101,148.90","0.54","4,117,101,148.90","21,686,074.00","189.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CVX","CHEVRON CORP","Energy","Equity","4,054,848,340.16","0.53","4,054,848,340.16","24,403,276.00","166.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UNH","UNITEDHEALTH GROUP INC","Health Care","Equity","3,958,789,767.04","0.52","3,958,789,767.04","11,679,224.00","338.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAT","CATERPILLAR INC","Industrials","Equity","3,904,933,327.06","0.51","3,904,933,327.06","6,033,767.00","647.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSCO","CISCO SYSTEMS INC","Information Technology","Equity","3,823,370,251.75","0.50","3,823,370,251.75","50,808,907.00","75.25","United States","NASDAQ","USD","1.00","USD","-"
"GS","GOLDMAN SACHS GROUP INC","Financials","Equity","3,773,774,554.22","0.49","3,773,774,554.22","3,867,127.00","975.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WFC","WELLS FARGO","Financials","Equity","3,600,490,890.24","0.47","3,600,490,890.24","40,473,144.00","88.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IBM","INTERNATIONAL BUSINESS MACHINES CO","Information Technology","Equity","3,590,826,361.25","0.47","3,590,826,361.25","12,051,775.00","297.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRK","MERCK & CO INC","Health Care","Equity","3,551,196,689.64","0.46","3,551,196,689.64","32,001,412.00","110.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LRCX","LAM RESEARCH CORP","Information Technology","Equity","3,521,777,900.52","0.46","3,521,777,900.52","16,194,316.00","217.47","United States","NASDAQ","USD","1.00","USD","-"
"KO","COCA-COLA","Consumer Staples","Equity","3,518,062,835.28","0.46","3,518,062,835.28","49,915,761.00","70.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PM","PHILIP MORRIS INTERNATIONAL INC","Consumer Staples","Equity","3,463,324,410.72","0.45","3,463,324,410.72","20,070,262.00","172.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RTX","RTX CORP","Industrials","Equity","3,454,459,611.36","0.45","3,454,459,611.36","17,286,992.00","199.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMAT","APPLIED MATERIAL INC","Information Technology","Equity","3,277,376,614.56","0.43","3,277,376,614.56","10,271,332.00","319.08","United States","NASDAQ","USD","1.00","USD","-"
"TMO","THERMO FISHER SCIENTIFIC INC","Health Care","Equity","3,025,855,196.65","0.39","3,025,855,196.65","4,844,081.00","624.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MS","MORGAN STANLEY","Financials","Equity","2,978,129,010.35","0.39","2,978,129,010.35","15,573,545.00","191.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRM","SALESFORCE INC","Information Technology","Equity","2,866,438,530.23","0.37","2,866,438,530.23","12,274,391.00","233.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
