Company,Weight
"Elevance Health, Inc.",0.36305
"Intuit, Inc.",0.36194
International Business Machines Corp.,0.35616
Medtronic PLC,0.35613
Intel Corp.,0.3512
Morgan Stanley,0.35118
"NIKE, Inc. Class B",0.34863
"Netflix, Inc. (a)",0.34753
"S&P Global, Inc.",0.3453
"Advanced Micro Devices, Inc. (a)",0.33971
"Goldman Sachs Group, Inc.",0.33297
American Tower Corp. REIT,0.33179
"PayPal Holdings, Inc. (a)",0.33091
Starbucks Corp.,0.31987
"Automatic Data Processing, Inc.",0.31188
Deere & Co.,0.30899
Oracle Corp.,0.30791
Lockheed Martin Corp.,0.3027
"Caterpillar, Inc.",0.2875
Cigna Corp.,0.28101
"BlackRock, Inc.",0.27535
American Express Co.,0.26859
"T-Mobile US, Inc. (a)",0.26807
"Citigroup, Inc.",0.26774
"Gilead Sciences, Inc.",0.25664
"ServiceNow, Inc. (a)",0.25319
"Chubb, Ltd.",0.25214
"Prologis, Inc. REIT",0.24967
"Mondelez International, Inc. Class A",0.24943
"Marsh & McLennan Cos., Inc.",0.24722
"Vertex Pharmaceuticals, Inc. (a)",0.24646
"Regeneron Pharmaceuticals, Inc. (a)",0.24623
"Analog Devices, Inc.",0.24153
"TJX Cos., Inc.",0.24139
"Altria Group, Inc.",0.24136
Southern Co.,0.23992
Duke Energy Corp.,0.23697
"Applied Materials, Inc.",0.23658
"Zoetis, Inc.",0.23109
Target Corp.,0.22839
Northrop Grumman Corp.,0.2277
Stryker Corp.,0.22636
Progressive Corp.,0.22491
General Electric Co.,0.2246
Boeing Co. (a),0.22433
"Intuitive Surgical, Inc. (a)",0.22261
"EOG Resources, Inc.",0.21733
"Booking Holdings, Inc. (a)",0.21668
Becton Dickinson & Co.,0.21093
"CME Group, Inc.",0.21011
"Crown Castle, Inc. REIT",0.20713
"PNC Financial Services Group, Inc.",0.20444
"Humana, Inc.",0.20306
3M Co.,0.20239
"Waste Management, Inc.",0.20001
"Fiserv, Inc. (a)",0.19864
Colgate-Palmolive Co.,0.19482
Truist Financial Corp.,0.19109
"Dominion Energy, Inc.",0.19097
CSX Corp.,0.18933
Aon PLC Class A,0.18821
"Micron Technology, Inc.",0.18451
Boston Scientific Corp. (a),0.18321
Dollar General Corp.,0.18156
US Bancorp,0.18095
Eaton Corp. PLC,0.1763
"Activision Blizzard, Inc.",0.17566
Pioneer Natural Resources Co.,0.17151
"Equinix, Inc. REIT",0.17132
"Air Products & Chemicals, Inc.",0.17077
Edwards Lifesciences Corp. (a),0.17025
"Illinois Tool Works, Inc.",0.1689
Schlumberger NV,0.16791
"Intercontinental Exchange, Inc. (b)",0.16729
Lam Research Corp.,0.16638
"Estee Lauder Cos., Inc. Class A",0.16559
Marathon Petroleum Corp.,0.1644
Norfolk Southern Corp.,0.16343
McKesson Corp.,0.16342
Sherwin-Williams Co.,0.16029
General Dynamics Corp.,0.15836
Sempra Energy,0.15593
General Motors Co.,0.15482
"Synopsys, Inc. (a)",0.15473
Public Storage REIT,0.15356
"Fidelity National Information Services, Inc.",0.1527
"General Mills, Inc.",0.15266
Occidental Petroleum Corp.,0.15199
Archer-Daniels-Midland Co.,0.14978
"O'Reilly Automotive, Inc. (a)",0.14885
"Cadence Design Systems, Inc. (a)",0.14867
Centene Corp. (a),0.14762
"American Electric Power Co., Inc.",0.14691
Ford Motor Co.,0.14682
Emerson Electric Co.,0.1439
KLA Corp.,0.14243
Valero Energy Corp.,0.13973
"AutoZone, Inc. (a)",0.13871
"Chipotle Mexican Grill, Inc. (a)",0.13841
"Corteva, Inc.",0.13699
"MetLife, Inc.",0.13516
"Autodesk, Inc. (a)",0.13513
"L3Harris Technologies, Inc.",0.1326
"Moderna, Inc. (a)",0.13204
Amphenol Corp. Class A,0.1317
"HCA Healthcare, Inc.",0.13133
Devon Energy Corp.,0.13068
"Freeport-McMoRan, Inc.",0.12972
NXP Semiconductors NV,0.12946
"Biogen, Inc. (a)",0.12909
Phillips 66,0.1285
"Marriott International, Inc. Class A",0.12752
Moody's Corp.,0.12736
Kimberly-Clark Corp.,0.12611
"Roper Technologies, Inc.",0.12603
"Enphase Energy, Inc. (a)",0.12474
"Motorola Solutions, Inc.",0.12469
Exelon Corp.,0.12331
"Travelers Cos., Inc.",0.12192
"Constellation Brands, Inc. Class A",0.12145
"Agilent Technologies, Inc.",0.12095
"American International Group, Inc.",0.11984
Sysco Corp.,0.11957
Arthur J Gallagher & Co.,0.11954
Realty Income Corp. REIT,0.1193
"Ecolab, Inc.",0.11818
"Paychex, Inc.",0.11815
Capital One Financial Corp.,0.11743
"TE Connectivity, Ltd.",0.11716
FedEx Corp.,0.11716
"Williams Cos., Inc.",0.11579
"Xcel Energy, Inc.",0.11535
"MSCI, Inc.",0.1131
Johnson Controls International PLC,0.11253
"IQVIA Holdings, Inc. (a)",0.11215
Allstate Corp.,0.11172
"Charter Communications, Inc. Class A (a)",0.11163
Trane Technologies PLC,0.11156
"Microchip Technology, Inc.",0.11154
Monster Beverage Corp. (a),0.11102
Cintas Corp.,0.11082
"Hilton Worldwide Holdings, Inc.",0.11051
Newmont Corp.,0.11045
"Kinder Morgan, Inc.",0.1095
Hershey Co.,0.10747
"Aflac, Inc.",0.10727
"Prudential Financial, Inc.",0.10678
"Fortinet, Inc. (a)",0.10673
"ResMed, Inc.",0.10537
"Dow, Inc.",0.10472
"DexCom, Inc. (a)",0.10461
M&T Bank Corp.,0.10389
Parker-Hannifin Corp.,0.10282
SBA Communications Corp. REIT,0.10253
Albemarle Corp.,0.10169
"Electronic Arts, Inc.",0.10145
"Yum! Brands, Inc.",0.10141
"Keurig Dr. Pepper, Inc.",0.10102
Carrier Global Corp.,0.10037
"Consolidated Edison, Inc.",0.09994
Hess Corp.,0.09992
"Global Payments, Inc.",0.0994
Cognizant Technology Solutions Corp. Class A,0.09925
"Welltower, Inc. REIT",0.09893
"Ross Stores, Inc.",0.09867
"Illumina, Inc. (a)",0.09825
"Twitter, Inc. (a)",0.09784
"Simon Property Group, Inc. REIT",0.09698
"Cummins, Inc.",0.09609
"PACCAR, Inc.",0.09555
"Dollar Tree, Inc. (a)",0.09535
"VICI Properties, Inc. REIT",0.09512
Kroger Co.,0.09496
"Digital Realty Trust, Inc. REIT",0.09461
Nucor Corp.,0.09415
Bank of New York Mellon Corp.,0.09403
"Keysight Technologies, Inc. (a)",0.09397
"Republic Services, Inc.",0.09397
"Public Service Enterprise Group, Inc.",0.09348
"WEC Energy Group, Inc.",0.09275
"Arista Networks, Inc. (a)",0.09235
"CoStar Group, Inc. (a)",0.09154
"IDEXX Laboratories, Inc. (a)",0.09109
"Ameriprise Financial, Inc.",0.09045
"TransDigm Group, Inc.",0.08979
"Baxter International, Inc.",0.08974
Eversource Energy,0.08964
ON Semiconductor Corp. (a),0.08961
Otis Worldwide Corp.,0.08951
Constellation Energy Corp.,0.08917
"Verisk Analytics, Inc.",0.08884
Kraft Heinz Co.,0.08817
Fastenal Co.,0.08701
"PPG Industries, Inc.",0.08636
"AMETEK, Inc.",0.08621
"AvalonBay Communities, Inc. REIT",0.08456
"DuPont de Nemours, Inc.",0.08379
"Warner Bros Discovery, Inc. (a)",0.08375
Discover Financial Services,0.08244
"Rockwell Automation, Inc.",0.08203
"Mettler-Toledo International, Inc. (a)",0.08094
"T Rowe Price Group, Inc.",0.07942
First Republic Bank,0.07917
"American Water Works Co., Inc.",0.0777
"Old Dominion Freight Line, Inc.",0.07669
"International Flavors & Fragrances, Inc.",0.07616
"Extra Space Storage, Inc. REIT",0.076
Equity Residential REIT,0.0753
"HP, Inc.",0.07527
"ONEOK, Inc.",0.0751
"Copart, Inc. (a)",0.07479
"Walgreens Boots Alliance, Inc.",0.07412
Willis Towers Watson PLC,0.07409
"W.W. Grainger, Inc.",0.07352
DTE Energy Co.,0.07331
State Street Corp. (c),0.07312
Halliburton Co.,0.07303
"Corning, Inc.",0.073
"CBRE Group, Inc. Class A (a)",0.07298
"Gartner, Inc. (a)",0.07265
Fifth Third Bancorp,0.07196
"Zimmer Biomet Holdings, Inc.",0.07178
"Diamondback Energy, Inc.",0.07106
"D.R. Horton, Inc.",0.07067
Edison International,0.07065
Weyerhaeuser Co. REIT,0.07039
Baker Hughes Co.,0.07039
Genuine Parts Co.,0.07031
AmerisourceBergen Corp.,0.06982
CDW Corp.,0.06974
"Coterra Energy, Inc.",0.06973
Aptiv PLC (a),0.06958
"Ulta Beauty, Inc. (a)",0.06933
"EPAM Systems, Inc. (a)",0.06896
"Alexandria Real Estate Equities, Inc. REIT",0.06889
Vulcan Materials Co.,0.06881
Fortive Corp.,0.06869
"Equifax, Inc.",0.06868
Tractor Supply Co.,0.06847
Ameren Corp.,0.06823
"eBay, Inc.",0.06816
Entergy Corp.,0.06773
FirstEnergy Corp.,0.06666
"Hartford Financial Services Group, Inc.",0.06644
"Martin Marietta Materials, Inc.",0.06608
PG&E Corp. (a),0.06589
"Invitation Homes, Inc. REIT",0.06499
"Nasdaq, Inc.",0.06494
SVB Financial Group (a),0.06472
Lennar Corp. Class A,0.06428
"Tyson Foods, Inc. Class A",0.0639
"Molina Healthcare, Inc. (a)",0.0637
"CF Industries Holdings, Inc.",0.06366
LyondellBasell Industries NV Class A,0.06358
"Raymond James Financial, Inc.",0.06356
"ANSYS, Inc. (a)",0.06351
PPL Corp.,0.06275
"United Rentals, Inc. (a)",0.06273
Regions Financial Corp.,0.06272
"Cardinal Health, Inc.",0.06152
Laboratory Corp. of America Holdings,0.06147
Southwest Airlines Co. (a),0.06
"Quanta Services, Inc.",0.05991
"West Pharmaceutical Services, Inc.",0.05983
Duke Realty Corp. REIT,0.05981
"Delta Air Lines, Inc. (a)",0.05904
"Mid-America Apartment Communities, Inc. REIT",0.05874
Northern Trust Corp.,0.05864
"CenterPoint Energy, Inc.",0.05839
"McCormick & Co., Inc.",0.05838
Kellogg Co.,0.05819
"Ingersoll Rand, Inc.",0.05762
"Church & Dwight Co., Inc.",0.05743
"Take-Two Interactive Software, Inc. (a)",0.05682
"Citizens Financial Group, Inc.",0.05609
"Principal Financial Group, Inc.",0.05608
CMS Energy Corp.,0.05565
Mosaic Co.,0.05539
Dover Corp.,0.05517
"Broadridge Financial Solutions, Inc.",0.05509
STERIS PLC,0.05494
Waters Corp. (a),0.05434
"VeriSign, Inc. (a)",0.0538
"Hologic, Inc. (a)",0.05368
"Monolithic Power Systems, Inc.",0.0536
Amcor PLC,0.05356
"Ventas, Inc. REIT",0.05282
"Paycom Software, Inc. (a)",0.05218
"Teledyne Technologies, Inc. (a)",0.05186
Clorox Co.,0.05185
"Essex Property Trust, Inc. REIT",0.0518
"Xylem, Inc.",0.05177
"Conagra Brands, Inc.",0.05153
Hewlett Packard Enterprise Co.,0.05145
"Darden Restaurants, Inc.",0.0514
Marathon Oil Corp.,0.05078
Ball Corp.,0.05041
"PerkinElmer, Inc.",0.05005
"Align Technology, Inc. (a)",0.05003
IDEX Corp.,0.04993
"FactSet Research Systems, Inc.",0.04989
AES Corp.,0.04952
EQT Corp.,0.04936
Westinghouse Air Brake Technologies Corp.,0.04911
KeyCorp.,0.04911
JM Smucker Co.,0.04894
"Quest Diagnostics, Inc.",0.04817
"Expeditors International of Washington, Inc.",0.04794
Cincinnati Financial Corp.,0.04732
Atmos Energy Corp.,0.04686
"Tyler Technologies, Inc. (a)",0.04674
"Brown & Brown, Inc.",0.04648
"Expedia Group, Inc. (a)",0.04645
"Jacobs Solutions, Inc.",0.04645
"Skyworks Solutions, Inc.",0.04629
Zebra Technologies Corp. Class A (a),0.046
"NetApp, Inc.",0.04558
Synchrony Financial,0.04508
"Trimble, Inc. (a)",0.04488
"Evergy, Inc.",0.04469
W R Berkley Corp.,0.04462
"Match Group, Inc. (a)",0.04452
Avery Dennison Corp.,0.04434
"Jack Henry & Associates, Inc.",0.04423
FMC Corp.,0.04419
"FleetCor Technologies, Inc. (a)",0.04385
Hormel Foods Corp.,0.04365
Alliant Energy Corp.,0.0436
"Omnicom Group, Inc.",0.0435
"JB Hunt Transport Services, Inc.",0.04324
"Akamai Technologies, Inc. (a)",0.043
"Catalent, Inc. (a)",0.04277
"Cooper Cos., Inc.",0.04272
"Best Buy Co., Inc.",0.04243
"SolarEdge Technologies, Inc. (a)",0.04242
Camden Property Trust REIT,0.0421
"Iron Mountain, Inc. REIT",0.04201
Pool Corp.,0.04193
"Citrix Systems, Inc. (a)",0.04185
"Etsy, Inc. (a)",0.04181
Incyte Corp. (a),0.04122
"UDR, Inc. REIT",0.04119
"Cboe Global Markets, Inc.",0.04115
"Garmin, Ltd.",0.04112
Las Vegas Sands Corp. (a),0.04092
"Textron, Inc.",0.04089
"NVR, Inc. (a)",0.04083
LKQ Corp.,0.04079
"Healthpeak Properties, Inc. REIT",0.04061
"Leidos Holdings, Inc.",0.04041
"Teradyne, Inc.",0.04032
Brown-Forman Corp. Class B,0.03999
"C.H. Robinson Worldwide, Inc.",0.0396
International Paper Co.,0.03886
"Howmet Aerospace, Inc.",0.03869
"NortonLifeLock, Inc.",0.0385
Nordson Corp.,0.03801
"Domino's Pizza, Inc.",0.03761
"Stanley Black & Decker, Inc.",0.03755
Kimco Realty Corp. REIT,0.03747
"Host Hotels & Resorts, Inc. REIT",0.03711
APA Corp.,0.03705
"Generac Holdings, Inc. (a)",0.03697
"Lamb Weston Holdings, Inc.",0.0369
"ABIOMED, Inc. (a)",0.03665
"PTC, Inc. (a)",0.03643
Bio-Techne Corp.,0.03633
"Live Nation Entertainment, Inc. (a)",0.03586
"Snap-on, Inc.",0.03572
"CarMax, Inc. (a)",0.03536
Seagate Technology Holdings PLC,0.03515
Packaging Corp. of America,0.03507
"Boston Properties, Inc. REIT",0.03502
Masco Corp.,0.03495
"Everest Re Group, Ltd.",0.03439
"United Airlines Holdings, Inc. (a)",0.03436
"Viatris, Inc.",0.03387
"NiSource, Inc.",0.03382
Western Digital Corp. (a),0.03362
"Interpublic Group of Cos., Inc.",0.03313
Nielsen Holdings PLC,0.03285
"Charles River Laboratories International, Inc. (a)",0.03251
Fox Corp. Class A,0.03236
Loews Corp.,0.03227
MGM Resorts International,0.03218
"Advance Auto Parts, Inc.",0.03216
Paramount Global Class B,0.03191
VF Corp.,0.03183
Campbell Soup Co.,0.03166
Signature Bank,0.03126
"Comerica, Inc.",0.03108
"NRG Energy, Inc.",0.031
"Teleflex, Inc.",0.03096
"Globe Life, Inc.",0.03067
"Henry Schein, Inc. (a)",0.0302
Molson Coors Beverage Co. Class B,0.02993
Celanese Corp.,0.02989
"Bio-Rad Laboratories, Inc. Class A (a)",0.02949
"PulteGroup, Inc. (a)",0.02947
"Huntington Ingalls Industries, Inc.",0.02923
Eastman Chemical Co.,0.02896
"F5, Inc. (a)",0.02858
"Hasbro, Inc.",0.02852
"Ceridian HCM Holding, Inc. (a)",0.02839
"Qorvo, Inc. (a)",0.02838
"Royal Caribbean Cruises, Ltd. (a)",0.02803
"Robert Half International, Inc.",0.02797
"Juniper Networks, Inc.",0.02792
"MarketAxess Holdings, Inc.",0.02778
Regency Centers Corp. REIT,0.02706
Westrock Co.,0.02696
Allegion PLC,0.02645
"Bath & Body Works, Inc.",0.0257
"Assurant, Inc.",0.02566
"American Airlines Group, Inc. (a)",0.0256
"Rollins, Inc.",0.02545
Zions Bancorp NA,0.02545
Whirlpool Corp.,0.02505
"BorgWarner, Inc.",0.02485
"Tapestry, Inc.",0.02476
Pinnacle West Capital Corp.,0.02407
"Fortune Brands Home & Security, Inc.",0.02304
"Caesars Entertainment, Inc. (a)",0.02276
Carnival Corp. (a),0.02269
Lincoln National Corp.,0.02258
Pentair PLC,0.02215
"Lumen Technologies, Inc.",0.02211
"Wynn Resorts, Ltd. (a)",0.02196
Sealed Air Corp.,0.02194
A.O. Smith Corp.,0.02126
Federal Realty Investment Trust REIT,0.02078
"Invesco, Ltd.",0.02069
"DENTSPLY SIRONA, Inc.",0.02037
Organon & Co.,0.0196
"Universal Health Services, Inc. Class B",0.01957
News Corp. Class A,0.01957
"Franklin Resources, Inc.",0.01946
DXC Technology Co. (a),0.01867
"Newell Brands, Inc.",0.01739
"Alaska Air Group, Inc. (a)",0.0161
"Norwegian Cruise Line Holdings, Ltd. (a)",0.01563
"Mohawk Industries, Inc. (a)",0.01554
"DaVita, Inc. (a)",0.0153
Fox Corp. Class B,0.01388
Ralph Lauren Corp.,0.01328
Vornado Realty Trust REIT,0.01204
DISH Network Corp. Class A (a),0.01134
News Corp. Class B,0.00626
