Company,Weight
"Williamette Industries, Inc",0.05275
"Yahoo, Inc *",0.05259
"Fortune Brands, Inc",0.05234
Zions Bancorp,0.05155
PPL Corp,0.05139
Convergys Corp *,0.05107
"CenturyTel, Inc",0.05029
"Ecolab, Inc",0.05025
"Family Dollar Stores, Inc",0.04995
Torchmark Corp,0.04989
"Univision Communications, Inc *",0.04988
"Nisource, Inc",0.04981
"Textron, Inc",0.04942
Radioshack Corp,0.04897
Newmont Mining Corp,0.04888
"Allegheny Energy, Inc",0.04831
Keyspan Corp,0.04822
Devon Energy Corp,0.0478
Vulcan Materials Co,0.04752
"Brown-Forman Corp, Class B",0.04744
"Huntington Bancshares, Inc",0.04664
Edison Iternational,0.04659
"Placer Dome, Inc",0.04559
Knight Ridder Inc,0.0455
Starwood Hotels & Resorts,0.04541
LSI Logic Corp *,0.04511
Eaton Corp,0.04457
"Aetna, Inc *",0.04448
Sanmina Corp *,0.04433
"Stilwell Financial, Inc *",0.04407
"Tellabs, Inc *",0.04338
"Dow Jones & Co, Inc",0.04314
"ITT Industries, Inc",0.04298
Parker-Hannifin Corp,0.04235
"Cooper Industries, Inc",0.04216
Dollar General Corp,0.04206
"Legget & Platt, Inc",0.04196
Limited Inc (The),0.04189
"Novellus Systems, Inc *",0.04142
SAFECO Corp,0.04114
"Office Depot, Inc *",0.04079
"Paccar, Inc",0.04005
"Citrix Systems, Inc *",0.03986
"Constellation Energy Group, Inc",0.03983
"TRW, Inc",0.03972
National Semiconductor Corp *,0.03914
"Robert Half International, Inc *",0.03904
"T Rowe Price Associates, Inc",0.03883
"WW Grainger, Inc",0.03864
Sabre Holdings Corp,0.03769
Sherwin-Williams Co,0.03701
"Teradyne, Inc *",0.03691
K-Mart Corp *,0.03673
Jabil Circuit Inc *,0.03669
"EOG Resources, Inc",0.03653
VF Corp,0.03645
"Comverse Technology, Inc *",0.03633
Whirlpool Corp,0.03617
CIENA Corp *,0.036
Pinnacle West Capital Corp,0.03582
"Delta Air Lines, Inc",0.03528
"Darden Restaurants, Inc",0.03512
Stanley Works (The),0.03492
Noble Drilling Corp *,0.03478
Nucor Corp,0.03463
Thermo Electron Corp,0.03445
Tiffany & Co,0.0343
"Toys ""R"" Us, Inc *",0.0343
"Harrah's Entertainment, Inc *",0.03423
Sigma-Aldrich Corp,0.03407
"BMC Software, Inc *",0.03394
International Game Technology *,0.0339
"Equifax, Inc",0.03385
Sealed Air Corp *,0.03362
"Nabors Industries, Inc",0.03325
Compuware Corp *,0.03292
"Sunoco, Inc",0.0329
"Wendy's International, Inc",0.03186
Englehard Corp,0.03175
RR Donnelley & Sons Co,0.03172
Goodyear Tire & Rubber Co (The),0.03153
AMR Corp *,0.03131
"TMP Worlwide, Inc *",0.03096
Mead Corp,0.03095
Hilton Hotels Corp,0.03076
"Manor Care, Inc",0.0307
"Scientific-Atlanta, Inc",0.03049
Fluor Corp,0.03044
Eastman Chemical Co,0.03039
NCR Corp *,0.03027
"Avaya, Inc *",0.03
"Ashland, Inc",0.02973
"International Flavors & Fragrances, Inc",0.02964
"Niagara Mohawk Holdings, Inc",0.02958
ADC Telecommunications Inc *,0.02932
"Supervalu, Inc",0.02906
Unisys Corp *,0.02882
Rockwell International Corp,0.02866
"CR Bard, Inc",0.02837
"Perkin Elmer, Inc",0.0283
Westvaco Corp,0.02813
Black & Decker Corp,0.02789
"Rockwell Collins, Inc",0.02772
"Advanced Micro Devices, Inc *",0.02758
Deluxe Corp,0.02719
"Allied Waste Industries, Inc *",0.0271
"Circuit City Stores, Inc",0.02675
Millipore Corp,0.02675
"Temple-Inland, Inc",0.0267
CMS Energy Corp,0.02662
Citizens Communications Co *,0.0265
Homestake Mining Co,0.02649
"Hasbro, Inc",0.02631
Pall Corp,0.0261
Dana Corp,0.02514
Pactiv Corp *,0.025
"Conseco, Inc",0.02489
American Power Conversion Corp *,0.02473
Inco Ltd *,0.02461
"Symbol Technologies, Inc",0.02453
Phelps Dodge Corp,0.0236
"Bemis, Inc",0.02326
"Alberto-Culver Co, Class B",0.02316
"Network Appliances, Inc *",0.02283
Applied Micro Circuits Corp *,0.02232
"Liz Claiborne, Inc",0.02166
Goodrich (BF) Co (The),0.02154
"Humana, Inc *",0.02142
Centex Corp,0.02119
Maytag Corp,0.02033
"Nordstrom, Inc",0.02031
"Autodesk, Inc",0.02028
"Conexant Systems, Inc *",0.02028
"Gateway, Inc *",0.01915
Ball Corp,0.01873
Boise Cascade Corp,0.01866
"Nicor, Inc",0.01863
Tektronix Corp,0.01832
Visteon Corp,0.01824
Navistar International Corp *,0.01816
Coors (Adolph) Co,0.01813
Q Logic Corp,0.01796
"PMC Sierra, Inc *",0.01784
Meredith Corp,0.01763
Freeport-McMoran Copper & Gold *,0.01763
Quintiles Transnational Corp *,0.01749
Global Crossing Ltd *,0.01726
"Winn-Dixie Stores, Inc",0.01714
Mercury Interactive Corp,0.01658
Pulte Corp,0.01631
Andrew Corp *,0.01623
FMC Corp *,0.01618
"Bausch & Lomb, Inc",0.01595
Brunswick Corp,0.01577
"Cummins Engine Co, Inc",0.01521
Parametric Technology Corp *,0.01513
Peoples Energy Corp,0.01487
Vitesse Semiconductors Corp,0.01466
Crane Co,0.01449
KB Home Co,0.01394
"Snap-on, Inc",0.01361
USX-US Steel Group,0.01343
Dillards Inc,0.01336
"Ryder Systems, Inc",0.0132
"Novell, Inc *",0.01317
"Rowan Cos, Inc *",0.01284
Great Lakes Chemical Corp,0.0124
"Allegheny Technologies, Inc",0.01215
"Reebok International, Inc *",0.0119
Tupperware Corp,0.01169
Thomas & Betts Corp,0.01133
Cooper Tire & Rubber Co,0.01109
"Worthington Industries, Inc",0.01046
"Big Lots, Inc *",0.00985
"Hercules, Inc",0.0097
American Greetings Corp,0.00909
"Palm, Inc *",0.00884
"National Service Industries, Inc",0.00881
Louisiana-Pacific Corp,0.00759
"McDermott International, Inc",0.0056
Sapient Corp *,0.00499
"Power One, Inc *",0.00495
"US Airways Group, Inc *",0.00339
