iShares Core S&P 500 ETF
Fund Holdings as of,"Dec 31, 2020"
Inception Date,"May 15, 2000"
Shares Outstanding,"636,000,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"CSCO","CISCO SYSTEMS INC","Information Technology","Equity","1,422,994,912.75","0.60","1,422,994,912.75","31,798,769.00","44.75","United States","NASDAQ","USD","1.00","USD","-"
"TMO","THERMO FISHER SCIENTIFIC INC","Health Care","Equity","1,390,006,293.90","0.58","1,390,006,293.90","2,984,255.00","465.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NKE","NIKE INC CLASS B","Consumer Discretionary","Equity","1,335,902,058.82","0.56","1,335,902,058.82","9,443,006.00","141.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVGO","BROADCOM INC","Information Technology","Equity","1,332,847,363.05","0.56","1,332,847,363.05","3,044,073.00","437.85","United States","NASDAQ","USD","1.00","USD","-"
"XOM","EXXON MOBIL CORP","Energy","Equity","1,312,325,468.10","0.55","1,312,325,468.10","31,837,105.00","41.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QCOM","QUALCOMM INC","Information Technology","Equity","1,296,606,262.44","0.54","1,296,606,262.44","8,511,266.00","152.34","United States","NASDAQ","USD","1.00","USD","-"
"COST","COSTCO WHOLESALE CORP","Consumer Staples","Equity","1,251,874,910.36","0.52","1,251,874,910.36","3,322,562.00","376.78","United States","NASDAQ","USD","1.00","USD","-"
"ACN","ACCENTURE PLC CLASS A","Information Technology","Equity","1,245,406,180.35","0.52","1,245,406,180.35","4,767,835.00","261.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CVX","CHEVRON CORP","Energy","Equity","1,223,411,949.00","0.51","1,223,411,949.00","14,486,820.00","84.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCD","MCDONALDS CORP","Consumer Discretionary","Equity","1,203,995,505.20","0.50","1,203,995,505.20","5,610,940.00","214.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDT","MEDTRONIC PLC","Health Care","Equity","1,187,348,493.86","0.50","1,187,348,493.86","10,136,149.00","117.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NEE","NEXTERA ENERGY INC","Utilities","Equity","1,137,411,880.45","0.48","1,137,411,880.45","14,742,863.00","77.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXN","TEXAS INSTRUMENT INC","Information Technology","Equity","1,133,795,104.17","0.47","1,133,795,104.17","6,907,909.00","164.13","United States","NASDAQ","USD","1.00","USD","-"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","1,123,958,060.70","0.47","1,123,958,060.70","5,284,241.00","212.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DHR","DANAHER CORP","Health Care","Equity","1,057,695,618.88","0.44","1,057,695,618.88","4,761,392.00","222.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UNP","UNION PACIFIC CORP","Industrials","Equity","1,055,907,773.52","0.44","1,055,907,773.52","5,071,116.00","208.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BMY","BRISTOL MYERS SQUIBB","Health Care","Equity","1,055,633,239.24","0.44","1,055,633,239.24","17,018,108.00","62.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LIN","LINDE PLC","Materials","Equity","1,041,620,510.19","0.44","1,041,620,510.19","3,952,869.00","263.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LLY","ELI LILLY","Health Care","Equity","1,008,798,739.20","0.42","1,008,798,739.20","5,974,880.00","168.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMGN","AMGEN INC","Health Care","Equity","1,007,305,041.12","0.42","1,007,305,041.12","4,381,111.00","229.92","United States","NASDAQ","USD","1.00","USD","-"
"PM","PHILIP MORRIS INTERNATIONAL INC","Consumer Staples","Equity","970,257,073.84","0.41","970,257,073.84","11,719,496.00","82.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"C","CITIGROUP INC","Financials","Equity","966,870,482.16","0.40","966,870,482.16","15,680,676.00","61.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","944,914,543.44","0.40","944,914,543.44","8,832,628.00","106.98","United States","NASDAQ","USD","1.00","USD","-"
"WFC","WELLS FARGO","Financials","Equity","939,014,182.20","0.39","939,014,182.20","31,113,790.00","30.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ORCL","ORACLE CORP","Information Technology","Equity","923,429,825.48","0.39","923,429,825.48","14,274,692.00","64.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Industrials","Equity","907,145,540.00","0.38","907,145,540.00","5,386,850.00","168.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LOW","LOWES COMPANIES INC","Consumer Discretionary","Equity","885,051,979.49","0.37","885,051,979.49","5,513,999.00","160.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BA","BOEING","Industrials","Equity","854,831,913.32","0.36","854,831,913.32","3,993,422.00","214.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IBM","INTERNATIONAL BUSINESS MACHINES CO","Information Technology","Equity","844,100,676.24","0.35","844,100,676.24","6,705,598.00","125.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMD","ADVANCED MICRO DEVICES INC","Information Technology","Equity","830,800,890.00","0.35","830,800,890.00","9,059,000.00","91.71","United States","NASDAQ","USD","1.00","USD","-"
"RTX","RAYTHEON TECHNOLOGIES CORP","Industrials","Equity","818,080,549.86","0.34","818,080,549.86","11,440,086.00","71.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NOW","SERVICENOW INC","Information Technology","Equity","806,649,110.27","0.34","806,649,110.27","1,465,489.00","550.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLK","BLACKROCK INC","Financials","Equity","770,144,377.48","0.32","770,144,377.48","1,067,362.00","721.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MMM","3M","Industrials","Equity","758,738,220.24","0.32","758,738,220.24","4,340,856.00","174.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INTU","INTUIT INC","Information Technology","Equity","751,856,097.50","0.31","751,856,097.50","1,979,350.00","379.85","United States","NASDAQ","USD","1.00","USD","-"
"AMT","AMERICAN TOWER REIT CORP","Real Estate","Equity","750,340,824.66","0.31","750,340,824.66","3,342,871.00","224.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAT","CATERPILLAR INC","Industrials","Equity","744,929,773.42","0.31","744,929,773.42","4,092,571.00","182.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MS","MORGAN STANLEY","Financials","Equity","737,927,407.91","0.31","737,927,407.91","10,767,947.00","68.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","726,420,269.90","0.30","726,420,269.90","1,098,058.00","661.55","United States","NASDAQ","USD","1.00","USD","-"
"ISRG","INTUITIVE SURGICAL INC","Health Care","Equity","723,695,350.50","0.30","723,695,350.50","884,605.00","818.10","United States","NASDAQ","USD","1.00","USD","-"
"GE","GENERAL ELECTRIC","Industrials","Equity","711,954,338.40","0.30","711,954,338.40","65,921,698.00","10.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BKNG","BOOKING HOLDINGS INC","Consumer Discretionary","Equity","687,339,976.54","0.29","687,339,976.54","308,602.00","2,227.27","United States","NASDAQ","USD","1.00","USD","-"
