iShares Core S&P 500 ETF
Fund Holdings as of,"Jan 02, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"1,111,600,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"BMY","BRISTOL MYERS SQUIBB","Health Care","Equity","1,409,712,507.72","0.19","1,409,712,507.72","26,369,482.00","53.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMCSA","COMCAST CORP CLASS A","Communication","Equity","1,390,713,660.00","0.18","1,390,713,660.00","47,079,000.00","29.54","United States","NASDAQ","USD","1.00","USD","-"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrials","Equity","1,324,846,665.04","0.17","1,324,846,665.04","5,239,033.00","252.88","United States","NASDAQ","USD","1.00","USD","-"
"CVS","CVS HEALTH CORP","Health Care","Equity","1,317,629,353.98","0.17","1,317,629,353.98","16,443,646.00","80.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCK","MCKESSON CORP","Health Care","Equity","1,316,533,164.24","0.17","1,316,533,164.24","1,598,821.00","823.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LMT","LOCKHEED MARTIN CORP","Industrials","Equity","1,311,138,439.38","0.17","1,311,138,439.38","2,637,734.00","497.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CME","CME GROUP INC CLASS A","Financials","Equity","1,259,676,358.72","0.17","1,259,676,358.72","4,671,004.00","269.68","United States","NASDAQ","USD","1.00","USD","-"
"MO","ALTRIA GROUP INC","Consumer Staples","Equity","1,246,190,762.85","0.16","1,246,190,762.85","21,744,735.00","57.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TMUS","T MOBILE US INC","Communication","Equity","1,243,406,351.70","0.16","1,243,406,351.70","6,230,115.00","199.58","United States","NASDAQ","USD","1.00","USD","-"
"SO","SOUTHERN","Utilities","Equity","1,243,466,124.72","0.16","1,243,466,124.72","14,263,204.00","87.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","1,236,399,303.06","0.16","1,236,399,303.06","14,724,298.00","83.97","United States","NASDAQ","USD","1.00","USD","-"
"DUK","DUKE ENERGY CORP","Utilities","Equity","1,182,995,433.60","0.16","1,182,995,433.60","10,073,190.00","117.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ICE","INTERCONTINENTAL EXCHANGE INC","Financials","Equity","1,181,661,661.53","0.16","1,181,661,661.53","7,385,847.00","159.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOOD","ROBINHOOD MARKETS INC CLASS A","Financials","Equity","1,173,539,313.69","0.15","1,173,539,313.69","10,186,089.00","115.21","United States","NASDAQ","USD","1.00","USD","-"
