Company,Weight
"Molex, Inc",0.08495
"St Paul Cos, Inc",0.08371
TXU Corp,0.0831
Quaker Oats Co,0.08244
"General Mills, Inc",0.08204
"Interpublic Group of Cos, Inc",0.08198
Peco Energy Co,0.08172
"Pitney Bowes, Inc",0.08071
"Scientific-Atlanta, Inc",0.08019
Aon Corp,0.07988
Xerox Corp,0.07983
"ConAgra, Inc",0.07942
Unicom Corp,0.07932
"Paine Webber Group, Inc",0.07896
Kellogg Co,0.07802
"Avon Products, Inc",0.07717
"Stilwell Financial, Inc*",0.07717
"Raytheon Co, Class B",0.07688
"Public Service Enterprise, Inc",0.07685
Union Pacific Corp,0.07668
Dover Corp,0.07586
"Limited, Inc (The)",0.07549
PG&E Corp,0.07414
Nabisco Group Holdings Corp,0.07399
Clorox Co,0.07366
"Xcel Energy, Inc*",0.07295
"Conexant Systems, Inc*",0.07287
"Comerica, Inc",0.07269
Lincoln National Corp,0.0724
"Alza Corp, Class A*",0.0719
"Biogen, Inc*",0.07155
LSI Logic Corp*,0.07109
Weyerhaeuser Co,0.07042
USX-Marathon Group,0.07038
"Albertson's, Inc",0.07023
"Marriott International, Inc",0.06947
Burlington Northern Santa Fe Corp,0.06906
"Mckesson HBOC, Inc",0.06857
Unocal Corp,0.06843
Wrigley (Wm) Jr Co,0.06794
Entergy Corp,0.0679
Delphi Automotive Systems Corp,0.06773
"Apple Computer, Inc*",0.06664
Golden West Financial Corp,0.06625
Masco Corp,0.06575
"Air Products & Chemicals, Inc",0.06567
Loews Corp,0.06539
"Aetna, Inc",0.06505
Occidental Petroleum Corp,0.06395
Cendant Corp*,0.06269
Deere & Co,0.06198
"Burlington Resources, Inc",0.06175
"People Soft, Inc*",0.06124
Kla-Tencor Corp*,0.06095
Devon Energy Corp,0.06079
"USA Education, Inc",0.05995
"Constellation EnergyGroup, Inc",0.05923
Hershey Foods Corp,0.05901
Starbucks Corp*,0.05772
"Advanced Micro Devices, Inc*",0.05771
"Consolidated Edison, Inc",0.05756
Apache Corp,0.05735
Ralston Purina Group,0.05685
National Semiconductor Corp*,0.05644
Danaher Corp,0.05609
Jefferson-Pilot Corp,0.05574
"MBIA, Inc",0.0557
"Bear Stearns Cos, Inc",0.05525
"PPG Industries, Inc",0.05494
"Bed Bath & Beyond, Inc*",0.05489
May Department Stores Co,0.05391
Boston Scientific Corp*,0.05329
"Becton, Dickinson & Co",0.05311
"New York Times Co (The), Class A",0.05306
"Textron, Inc",0.05287
"Coca-Cola Enterprises, Inc",0.05262
"TJX Cos, Inc (The)",0.05254
Unum Provident Corp,0.05215
"CP&L, Energy, Inc",0.0519
MGIC Investment Corp,0.05151
"Staples, Inc*",0.05106
Edison International,0.05092
Northrop Grumman Corp,0.0509
Alcan Aluminum Ltd,0.05038
Rohm & Haas Co,0.05017
Fort James Corp,0.05003
Kerr-McGee Corp,0.0497
First Energy Corp,0.0494
"Biomet, Inc",0.04934
"Watson Pharmaceuticals, Inc*",0.04914
"IMS Health, Inc",0.04907
"Novellus Systems, Inc*",0.04847
"Newell Rubbermaid, Inc",0.04836
"Teradyne, Inc*",0.04825
Amerada Hess Corp,0.04818
Barrick Gold Corp,0.04799
PPL Corp,0.04791
Progressive Corp,0.04766
Synovus Financial Corp,0.04765
Convergys Corp*,0.04759
"Wellpoint Health Networks, Inc*",0.04754
Summit Bancorp,0.04705
"Praxair, Inc",0.04691
Columbia Energy Group,0.04547
Cincinnati Financial Corp,0.04545
"T Rowe Price Associates, Inc",0.04536
Rockwell International Corp,0.04516
Ameren Corp,0.04473
Norfolk Southern Corp,0.04457
"Federated Department Stores, Inc*",0.04456
Dun & Bradstreet Corp,0.04454
Tiffany & Co,0.04452
Dollar General Corp,0.04386
Ingersoll-Rand Co,0.04362
DTE Energy Co,0.04341
Archer-Daniels-Midland Co,0.04332
"Delta Air Lines, Inc",0.04326
"Cabletron Systems, Inc*",0.04265
"Dow Jones & Co, Inc",0.04265
"Charter One Financial, Inc",0.04262
Key Span Corp,0.04227
CINergy Corp,0.04215
SouthTrust Corp,0.04204
Florida Progress Corp,0.04151
Avery Dennison Corp,0.0414
"Perkin Elmer, Inc",0.04089
Union Carbide Corp,0.04048
Regions Financial Corp,0.04009
"TRW, Inc",0.03918
AMR Corp,0.03892
AmSouth Bancorp,0.03887
"Lexmark International, Inc*",0.03853
"Mattel, Inc",0.03831
Sapient Corp*,0.03815
CSX Corp,0.03794
"Circuit City Stores, Inc",0.03726
"BMC Software, Inc*",0.03722
"CIT Group, Inc (The), Class A",0.0369
"Johnson Controls, Inc",0.0366
"Ecolab, Inc",0.03631
"Tricon Global Restaurants, Inc*",0.03588
Tosco Corp,0.03586
Thermo Electron Corp*,0.03578
Eaton Corp,0.03572
Union Planters Corp,0.03428
"Countrywide CreditIndustries, Inc",0.03406
Sempra Energy,0.03382
"Harcourt General, Inc",0.03365
"Fortune Brands, Inc",0.03334
Pinnacle West Capital Corp,0.03318
"St Jude Medical Center, Inc*",0.03282
Hilton Hotels Corp,0.03269
Vulcan Materials Co,0.0322
Georgia-Pacific Corp,0.03189
"GPU, Inc",0.03165
Old Kent Financial Corp,0.03161
Goodrich (BF) Co (The),0.03156
Ceridian Corp*,0.03136
"Knight Ridder, Inc",0.03128
Sealed Air Corp*,0.03047
"Equifax, Inc",0.03036
Parker-Hannifin Corp,0.03006
"Brown-Forman Corp, Class B",0.03003
Sabre Holdings Corp,0.0297
American Power Conversion Corp*,0.02956
"CenturyTel, Inc",0.02954
"Tektronix, Inc",0.02953
"Citrix Systems, Inc*",0.02938
"Huntington Bancshares, Inc",0.02864
"UST, Inc",0.02849
Torchmark Corp,0.02837
Sherwin-Williams Co,0.02817
"Block (H&R), Inc",0.02804
"Young & Rubicam, Inc",0.02792
NCR Corp*,0.02781
"Toys ""R"" Us, Inc*",0.02718
Unisys Corp*,0.02699
Genuine Parts Co,0.02681
SAFECO Corp,0.02669
"Harrah's Entertainment, Inc*",0.02658
"Novell, Inc*",0.02635
Phelps Dodge Corp,0.02616
"Cooper Industries, Inc",0.0261
Dana Corp,0.02524
"Leggett & Platt, Inc",0.02486
"JC Penney Co, Inc",0.02483
"Mallinckrodt, Inc",0.02468
"Placer Dome, Inc",0.02451
Compuware Corp*,0.02403
RR Donnelley & Sons Co,0.02381
"Willamette Industries, Inc",0.02378
Healthsouth Corp*,0.02369
CMS Energy Corp,0.02355
Inco Ltd*,0.02331
Parametric Technology Corp*,0.02313
"Autozone, Inc*",0.023
K-Mart Corp*,0.02295
"ITT Industries, Inc",0.02269
Sigma-Aldrich Corp,0.02266
Eastman Chemical Co,0.02257
Whirlpool Corp,0.02255
VF Corp,0.02243
Goodyear Tire & Rubber Co (The),0.0224
Black & Decker Corp,0.02231
"Rowan Cos, Inc*",0.02198
Newmont Mining Corp,0.02185
"PACCAR, Inc",0.02179
"Niagara Mohawk Holdings, Inc*",0.02141
Westvaco Corp,0.02128
"Darden Restaurants, Inc",0.02048
Nucor Corp,0.02026
"Office Depot, Inc*",0.01958
Pall Corp,0.01954
Mead Corp,0.01922
"Ashland, Inc",0.01906
"WW Grainger, Inc",0.01886
"Conseco, Inc",0.01877
Maytag Corp,0.01858
"Coors (Adolph) Co, ClassB",0.01847
Fluor Corp,0.01819
"Sunoco, Inc",0.0181
Millipore Corp,0.01785
"Wendy's International, Inc",0.01721
Andrew Corp*,0.01714
"CR Bard, Inc",0.01699
"Liz Claiborne, Inc",0.01695
"Adaptec, Inc*",0.01648
Engelhard Corp,0.01618
Stanley Works (The),0.01617
FMC Corp*,0.01615
"US Airways Group, Inc*",0.01613
"Nordstrom, Inc",0.01586
"Bausch & Lomb, Inc",0.01578
Visteon Corp,0.01578
"Temple-Inland, Inc",0.01574
"Supervalu, Inc",0.01573
"Hasbro, Inc",0.01567
"Winn-Dixie Stores, Inc",0.01558
Navistar International Corp*,0.01491
Centex Corp,0.01459
"International Flavors & Fragrances, Inc",0.01425
"Allied Waste Industries, Inc*",0.01417
Eastern Enterprises,0.01413
Pactiv Corp*,0.01403
"Humana, Inc*",0.01372
"Bemis Co, Inc",0.01369
Quintiles Transnational Corp*,0.01364
Great Lakes Chemical Corp,0.01299
Brunswick Corp,0.01276
"NICOR, Inc",0.01248
"Alberto-Culver Co, Class B",0.01239
"Manor Care, Inc*",0.01239
Boise Cascade Corp,0.01233
"Allegheny Technologies, Inc",0.01222
"Hercules, Inc",0.01213
Meredith Corp,0.01184
"Autodesk, Inc",0.01177
Deluxe Corp,0.01161
Consolidated Stores Corp*,0.01161
"Crown Cork & Seal Co, Inc",0.0112
Crane Co,0.01103
"Owens-Illinois, Inc*",0.01101
Homestake Mining Co,0.01074
USX-US Steel Group,0.01059
"Snap-on, Inc",0.01028
Freeport-McMoran Copper & Gold,0.01025
"Cummins Engine Co, Inc",0.01017
Pulte Corp,0.00976
Kaufman & Broad Home Corp,0.00975
"ONEOK, Inc",0.00926
Peoples Energy Corp,0.00896
"Ryder System, Inc",0.00891
"American Greetings Corp, Class A",0.00872
Thomas & Betts Corp,0.00833
Louisiana-Pacific Corp,0.00791
"Dillard's, Inc, Class A",0.00791
Reebok International Ltd*,0.00761
Tupperware Corp,0.00747
Ball Corp,0.00724
Potlatch Corp,0.00692
Timken Co,0.00685
Briggs & Stratton Corp,0.00641
"Worthington Industries, Inc",0.00634
"National Service Industries, Inc",0.00597
Cooper Tire & Rubber Co,0.00567
Longs Drug Stores Corp,0.00551
"McDermott International, Inc",0.0055
Polaroid Corp,0.00452
Russell Corp,0.00425
"Springs Industries, Inc",0.00405
Grace (WR) & Co*,0.00397
"Armstrong Holdings, Inc",0.00354
Bethlehem Steel Corp*,0.00315
