iShares Core S&P 500 ETF
Fund Holdings as of,"Dec 29, 2023"
Inception Date,"May 15, 2000"
Shares Outstanding,"837,150,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"AAPL","APPLE INC","Information Technology","Equity","28,035,167,193.67","7.01","28,035,167,193.67","145,614,539.00","192.53","United States","NASDAQ","USD","1.00","USD","-"
"MSFT","MICROSOFT CORP","Information Technology","Equity","27,837,181,519.28","6.96","27,837,181,519.28","74,027,182.00","376.04","United States","NASDAQ","USD","1.00","USD","-"
"AMZN","AMAZON COM INC","Consumer Discretionary","Equity","13,762,419,800.60","3.44","13,762,419,800.60","90,577,990.00","151.94","United States","NASDAQ","USD","1.00","USD","-"
"NVDA","NVIDIA CORP","Information Technology","Equity","12,183,157,306.10","3.05","12,183,157,306.10","24,601,505.00","495.22","United States","NASDAQ","USD","1.00","USD","-"
"GOOGL","ALPHABET INC CLASS A","Communication","Equity","8,233,943,794.76","2.06","8,233,943,794.76","58,944,404.00","139.69","United States","NASDAQ","USD","1.00","USD","-"
"META","META PLATFORMS INC CLASS A","Communication","Equity","7,825,345,202.28","1.96","7,825,345,202.28","22,107,993.00","353.96","United States","NASDAQ","USD","1.00","USD","-"
"GOOG","ALPHABET INC CLASS C","Communication","Equity","6,991,438,789.93","1.75","6,991,438,789.93","49,609,301.00","140.93","United States","NASDAQ","USD","1.00","USD","-"
"TSLA","TESLA INC","Consumer Discretionary","Equity","6,844,749,350.40","1.71","6,844,749,350.40","27,546,480.00","248.48","United States","NASDAQ","USD","1.00","USD","-"
"BRKB","BERKSHIRE HATHAWAY INC CLASS B","Financials","Equity","6,463,468,845.24","1.62","6,463,468,845.24","18,122,214.00","356.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JPM","JPMORGAN CHASE & CO","Financials","Equity","4,898,065,901.40","1.22","4,898,065,901.40","28,795,214.00","170.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVGO","BROADCOM INC","Information Technology","Equity","4,880,238,302.50","1.22","4,880,238,302.50","4,371,994.00","1,116.25","United States","NASDAQ","USD","1.00","USD","-"
"UNH","UNITEDHEALTH GROUP INC","Health Care","Equity","4,850,114,351.46","1.21","4,850,114,351.46","9,212,518.00","526.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LLY","ELI LILLY","Health Care","Equity","4,629,794,300.56","1.16","4,629,794,300.56","7,942,418.00","582.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"V","VISA INC CLASS A","Financials","Equity","4,133,516,548.80","1.03","4,133,516,548.80","15,876,768.00","260.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XOM","EXXON MOBIL CORP","Energy","Equity","3,988,973,545.70","1.00","3,988,973,545.70","39,897,715.00","99.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JNJ","JOHNSON & JOHNSON","Health Care","Equity","3,758,146,516.04","0.94","3,758,146,516.04","23,976,946.00","156.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MA","MASTERCARD INC CLASS A","Financials","Equity","3,517,765,339.41","0.88","3,517,765,339.41","8,247,791.00","426.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HD","HOME DEPOT INC","Consumer Discretionary","Equity","3,452,023,710.15","0.86","3,452,023,710.15","9,961,113.00","346.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PG","PROCTER & GAMBLE","Consumer Staples","Equity","3,440,026,500.00","0.86","3,440,026,500.00","23,475,000.00","146.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
