iShares Core S&P 500 ETF
Fund Holdings as of,"Dec 31, 2015"
Inception Date,"May 15, 2000"
Shares Outstanding,"343,150,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"BMY","BRISTOL MYERS SQUIBB","Health Care","Equity","449,697,358.71","0.64","449,697,358.71","6,537,249.00","68.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MO","ALTRIA GROUP INC","Consumer Staples","Equity","447,227,662.84","0.64","447,227,662.84","7,683,004.00","58.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UNH","UNITEDHEALTH GROUP INC","Health Care","Equity","439,361,166.16","0.63","439,361,166.16","3,734,794.00","117.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCD","MCDONALDS CORP","Consumer Discretionary","Equity","425,082,251.22","0.61","425,082,251.22","3,598,123.00","118.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CVS","CVS HEALTH CORP","Consumer Staples","Equity","424,230,776.13","0.60","424,230,776.13","4,339,069.00","97.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDT","MEDTRONIC PLC","Health Care","Equity","423,835,507.44","0.60","423,835,507.44","5,510,082.00","76.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ABBV","ABBVIE INC","Health Care","Equity","379,481,013.76","0.54","379,481,013.76","6,405,824.00","59.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MA","MASTERCARD INC CLASS A","Information Technology","Equity","377,774,519.52","0.54","377,774,519.52","3,880,182.00","97.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WMT","WALMART STORES INC","Consumer Staples","Equity","376,866,821.70","0.54","376,866,821.70","6,147,909.00","61.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CELG","CELGENE CORP","Health Care","Equity","368,695,890.48","0.52","368,695,890.48","3,078,623.00","119.76","United States","NASDAQ","USD","1.00","USD","-"
"MMM","3M CO","Industrials","Equity","363,448,826.72","0.52","363,448,826.72","2,412,698.00","150.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BA","BOEING","Industrials","Equity","356,824,841.01","0.51","356,824,841.01","2,467,839.00","144.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","349,269,607.53","0.50","349,269,607.53","5,818,251.00","60.03","United States","NASDAQ","USD","1.00","USD","-"
"SLB","SCHLUMBERGER NV","Energy","Equity","344,682,807.75","0.49","344,682,807.75","4,941,689.00","69.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NKE","NIKE INC CLASS B","Consumer Discretionary","Equity","330,915,875.00","0.47","330,915,875.00","5,294,654.00","62.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LLY","ELI LILLY","Health Care","Equity","322,248,072.74","0.46","322,248,072.74","3,824,449.00","84.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","312,779,742.88","0.45","312,779,742.88","3,019,984.00","103.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UTX","UNITED TECHNOLOGIES CORP","Industrials","Equity","310,548,196.40","0.44","310,548,196.40","3,232,520.00","96.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Equity","300,386,437.36","0.43","300,386,437.36","4,847,288.00","61.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QCOM","QUALCOMM INC","Information Technology","Equity","294,408,500.94","0.42","294,408,500.94","5,889,937.00","49.98","United States","NASDAQ","USD","1.00","USD","-"
"WBA","WALGREEN BOOTS ALLIANCE","Consumer Staples","Equity","290,650,024.14","0.41","290,650,024.14","3,413,188.00","85.16","United States","NASDAQ","USD","1.00","USD","-"
"GS","GOLDMAN SACHS GROUP INC","Financials","Equity","280,149,692.23","0.40","280,149,692.23","1,554,401.00","180.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","279,228,320.60","0.40","279,228,320.60","6,227,215.00","44.84","United States","NASDAQ","USD","1.00","USD","-"
"COST","COSTCO WHOLESALE CORP","Consumer Staples","Equity","276,810,677.00","0.39","276,810,677.00","1,713,998.00","161.50","United States","NASDAQ","USD","1.00","USD","-"
"USB","US BANCORP","Financials","Equity","274,921,487.23","0.39","274,921,487.23","6,442,969.00","42.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LOW","LOWES COMPANIES INC","Consumer Discretionary","Equity","272,670,163.12","0.39","272,670,163.12","3,585,878.00","76.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIIB","BIOGEN INC INC","Health Care","Equity","267,583,245.60","0.38","267,583,245.60","873,456.00","306.35","United States","NASDAQ","USD","1.00","USD","-"
"ABT","ABBOTT LABORATORIES","Health Care","Equity","262,515,387.06","0.37","262,515,387.06","5,845,366.00","44.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Industrials","Equity","262,502,448.95","0.37","262,502,448.95","2,727,865.00","96.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UNP","UNION PACIFIC CORP","Industrials","Equity","261,728,283.80","0.37","261,728,283.80","3,346,909.00","78.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACN","ACCENTURE PLC","Information Technology","Equity","255,849,962.50","0.36","255,849,962.50","2,448,325.00","104.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCLN","PRICELINE GROUP INC/THE","Consumer Discretionary","Equity","248,713,421.15","0.35","248,713,421.15","195,077.00","1,274.95","United States","NASDAQ","USD","1.00","USD","-"
"SPG","SIMON PROPERTY GROUP REIT INC","Financials","Equity","235,746,055.84","0.34","235,746,055.84","1,212,436.00","194.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","234,144,317.50","0.33","234,144,317.50","3,514,625.00","66.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESRX","EXPRESS SCRIPTS HOLDING CO","Health Care","Equity","231,637,723.74","0.33","231,637,723.74","2,650,014.00","87.41","United States","NASDAQ","USD","1.00","USD","-"
"DD","E I DU PONT DE NEMOURS","Materials","Equity","228,720,184.20","0.33","228,720,184.20","3,434,237.00","66.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AXP","AMERICAN EXPRESS","Financials","Equity","228,004,930.40","0.32","228,004,930.40","3,278,288.00","69.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOW","DOW CHEMICAL","Materials","Equity","226,844,457.84","0.32","226,844,457.84","4,406,458.00","51.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COP","CONOCOPHILLIPS","Energy","Equity","225,885,986.55","0.32","225,885,986.55","4,837,995.00","46.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LMT","LOCKHEED MARTIN CORP","Industrials","Equity","224,873,591.20","0.32","224,873,591.20","1,035,568.00","217.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TMO","THERMO FISHER SCIENTIFIC INC","Health Care","Equity","221,833,966.55","0.32","221,833,966.55","1,563,863.00","141.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXN","TEXAS INSTRUMENTS INCORPORATED","Information Technology","Equity","217,870,462.53","0.31","217,870,462.53","3,975,013.00","54.81","United States","NASDAQ","USD","1.00","USD","-"
"DHR","DANAHER CORP","Industrials","Equity","216,986,256.00","0.31","216,986,256.00","2,336,200.00","92.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"F","F MOTOR","Consumer Discretionary","Equity","215,201,388.78","0.31","215,201,388.78","15,273,342.00","14.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MET","METLIFE INC","Financials","Equity","209,993,359.05","0.30","209,993,359.05","4,355,805.00","48.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TWC","TIME WARNER CABLE INC","Consumer Discretionary","Equity","205,945,511.20","0.29","205,945,511.20","1,109,680.00","185.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TWX","TIME WARNER INC","Consumer Discretionary","Equity","202,587,958.14","0.29","202,587,958.14","3,132,642.00","64.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","202,330,024.05","0.29","202,330,024.05","2,992,605.00","67.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EMC","EMC CORP","Information Technology","Equity","195,089,547.60","0.28","195,089,547.60","7,596,945.00","25.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DUK","DUKE ENERGY CORP","Utilities","Equity","192,547,753.75","0.27","192,547,753.75","2,697,125.00","71.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRM","SALESFORCE.COM INC","Information Technology","Equity","191,740,214.40","0.27","191,740,214.40","2,445,666.00","78.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NFLX","NETFLIX INC","Consumer Discretionary","Equity","191,543,836.26","0.27","191,543,836.26","1,674,627.00","114.38","United States","NASDAQ","USD","1.00","USD","-"
"PNC","PNC FINANCIAL SERVICES GROUP INC","Financials","Equity","189,640,689.75","0.27","189,640,689.75","1,989,725.00","95.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","188,714,892.06","0.27","188,714,892.06","5,548,806.00","34.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MS","MORGAN STANLEY","Financials","Equity","188,238,951.43","0.27","188,238,951.43","5,917,603.00","31.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NEE","NEXTERA ENERGY INC","Utilities","Equity","187,470,855.57","0.27","187,470,855.57","1,804,513.00","103.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TJX","TJX INC","Consumer Discretionary","Equity","186,027,066.75","0.26","186,027,066.75","2,623,425.00","70.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADBE","ADOBE SYSTEM INC","Information Technology","Equity","183,600,187.54","0.26","183,600,187.54","1,954,441.00","93.94","United States","NASDAQ","USD","1.00","USD","-"
"KMB","KIMBERLY CLARK CORP","Consumer Staples","Equity","181,064,263.90","0.26","181,064,263.90","1,422,343.00","127.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCK","MCKESSON CORP","Health Care","Equity","177,833,218.42","0.25","177,833,218.42","901,654.00","197.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","176,525,804.16","0.25","176,525,804.16","4,282,528.00","41.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TGT","TARGET CORP","Consumer Discretionary","Equity","175,270,519.82","0.25","175,270,519.82","2,413,862.00","72.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MON","MONSANTO","Materials","Equity","169,788,481.32","0.24","169,788,481.32","1,723,391.00","98.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","169,515,447.64","0.24","169,515,447.64","2,329,789.00","72.76","United States","NASDAQ","USD","1.00","USD","-"
"BLK","BLACKROCK INC.","Financials","Equity","168,479,761.44","0.24","168,479,761.44","494,772.00","340.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALXN","ALEXION PHARMACEUTICALS INC","Health Care","Equity","168,410,886.00","0.24","168,410,886.00","882,888.00","190.75","United States","NASDAQ","USD","1.00","USD","-"
"SO","SOUTHERN","Utilities","Equity","166,642,772.16","0.24","166,642,772.16","3,561,504.00","46.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","165,137,796.78","0.24","165,137,796.78","304,194.00","542.87","United States","NASDAQ","USD","1.00","USD","-"
"AMT","AMERICAN TOWER REIT CORP","Financials","Equity","160,905,297.35","0.23","160,905,297.35","1,659,673.00","96.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GD","GENERAL DYNAMICS CORP","Industrials","Equity","159,936,214.88","0.23","159,936,214.88","1,164,358.00","137.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KR","KROGER","Consumer Staples","Equity","159,547,316.72","0.23","159,547,316.72","3,814,184.00","41.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"D","DOMINION RESOURCES INC","Utilities","Equity","157,783,692.72","0.22","157,783,692.72","2,332,698.00","67.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PYPL","PAYPAL HOLDINGS INC","Information Technology","Equity","157,691,109.60","0.22","157,691,109.60","4,356,108.00","36.20","United States","NASDAQ","USD","1.00","USD","-"
